Pulse,Temperature,Time,Place,Outcome
64,37,12:00,Not Home,Win
59,37,19:00,Home,Win
109,38.6,3:00,Not Home,Lose
76,38.2,17:00,Not Home,Lose
63,36.9,8:00,Not Home,Lose
98,37.4,18:00,Not Home,Win
97,38.7,22:00,Home,Win
62,38.9,17:00,Home,Win
94,35.8,19:00,Home,Win
59,38.9,11:00,Not Home,Lose
119,37.9,7:00,Home,Lose
81,35.1,12:00,Not Home,Win
85,35.7,20:00,Home,Win
78,35.7,0:00,Not Home,Lose
60,35.2,16:00,Not Home,Win
68,35.9,23:00,Home,Win
72,35.9,14:00,Not Home,Win
103,38.7,17:00,Not Home,Lose
119,39.1,23:00,Not Home,Lose
59,37.1,18:00,Home,Win
109,39.2,20:00,Home,Win
78,37.6,6:00,Home,Win
108,38.3,16:00,Home,Win
77,35,7:00,Home,Win
66,38.7,22:00,Home,Win
91,35.1,9:00,Home,Win
98,39.1,7:00,Not Home,Lose
79,37.7,16:00,Not Home,Win
96,38.7,19:00,Not Home,Lose
88,37.5,0:00,Home,Win
110,39.3,22:00,Home,Lose
98,37.1,4:00,Not Home,Lose
101,38.6,10:00,Not Home,Lose
55,36.4,17:00,Home,Win
91,39.4,10:00,Home,Win
113,36.3,7:00,Home,Lose
112,38,7:00,Not Home,Lose
59,36.1,13:00,Home,Win
86,36.6,22:00,Not Home,Win
108,36.4,10:00,Home,Win
94,38.1,13:00,Not Home,Lose
98,36.4,3:00,Not Home,Lose
79,37.2,1:00,Not Home,Lose
111,35.4,17:00,Not Home,Lose
107,36.2,1:00,Not Home,Lose
61,35.2,7:00,Not Home,Lose
80,36.4,5:00,Home,Win
87,39.1,22:00,Home,Win
119,35.7,16:00,Not Home,Lose
83,39.1,3:00,Not Home,Lose
96,35.7,18:00,Home,Win
55,36.4,11:00,Home,Win
107,35.1,18:00,Not Home,Win
100,36.1,9:00,Not Home,Lose
82,35.5,4:00,Home,Win
114,39.2,9:00,Not Home,Lose
81,35.7,9:00,Home,Win
98,37.1,21:00,Home,Win
95,36.9,17:00,Not Home,Win
92,36.3,6:00,Home,Win
64,36.5,21:00,Not Home,Win
113,38.6,20:00,Not Home,Lose
85,38.6,2:00,Not Home,Lose
103,35.9,12:00,Home,Win
83,38.9,0:00,Home,Lose
104,35.1,17:00,Home,Win
62,38.5,9:00,Home,Lose
109,37.2,21:00,Not Home,Win
51,36,1:00,Home,Win
118,37.5,7:00,Home,Lose
89,36,17:00,Not Home,Win
99,36.6,9:00,Not Home,Lose
92,39.4,2:00,Not Home,Lose
56,35.3,12:00,Home,Win
53,37.3,17:00,Not Home,Win
51,38.3,14:00,Not Home,Lose
98,39.2,1:00,Not Home,Lose
103,38.7,6:00,Not Home,Lose
102,35.7,19:00,Not Home,Win
72,39.2,15:00,Home,Win
81,35.5,17:00,Not Home,Win
77,36.4,6:00,Not Home,Lose
94,35.9,11:00,Home,Win
76,35.4,0:00,Not Home,Lose
93,37.5,23:00,Home,Win
66,38.4,14:00,Not Home,Lose
96,36.6,17:00,Home,Win
60,39.3,11:00,Home,Win
73,35.9,10:00,Not Home,Win
76,38.5,15:00,Not Home,Lose
68,36.5,11:00,Home,Win
99,37.3,3:00,Home,Win
57,38.6,13:00,Not Home,Lose
57,38.9,19:00,Home,Win
106,35.2,23:00,Home,Win
84,39.5,15:00,Home,Win
90,38.1,2:00,Home,Win
116,35.4,5:00,Home,Lose
81,35.5,8:00,Not Home,Lose
108,35.6,1:00,Not Home,Lose
105,38,3:00,Not Home,Lose
71,39.6,13:00,Not Home,Lose
100,39.4,15:00,Not Home,Lose
115,38.5,22:00,Not Home,Lose
101,39,18:00,Home,Win
68,39.2,10:00,Not Home,Lose
69,37.9,2:00,Home,Win
53,36.3,8:00,Not Home,Lose
102,38,14:00,Not Home,Lose
88,36.3,18:00,Home,Win
57,37.8,7:00,Not Home,Lose
52,37.1,15:00,Home,Win
103,38.9,18:00,Not Home,Lose
118,39.2,19:00,Home,Lose
114,38.3,13:00,Home,Lose
55,36.8,9:00,Not Home,Lose
113,35.3,3:00,Not Home,Lose
117,38.1,3:00,Not Home,Lose
112,35.1,9:00,Not Home,Lose
56,35.4,8:00,Home,Win
117,36.1,16:00,Home,Lose
106,39,0:00,Not Home,Lose
74,36.1,19:00,Home,Win
50,35.2,8:00,Not Home,Lose
85,38.8,0:00,Home,Lose
80,38.7,23:00,Not Home,Lose
68,37.7,22:00,Not Home,Lose
79,38.8,10:00,Home,Win
92,35.7,0:00,Home,Win
74,35.5,4:00,Not Home,Lose
98,38,6:00,Not Home,Lose
114,36.6,3:00,Home,Lose
99,37.4,15:00,Home,Win
71,36.9,10:00,Home,Win
96,38,20:00,Home,Win
72,35.6,19:00,Home,Win
83,39.3,19:00,Not Home,Lose
62,36.9,4:00,Not Home,Lose
79,35,4:00,Not Home,Lose
117,38.8,10:00,Home,Lose
89,37.5,15:00,Not Home,Win
67,36,22:00,Home,Win
104,36.3,20:00,Not Home,Win
93,36.1,6:00,Not Home,Lose
55,37.9,22:00,Home,Win
88,39.1,23:00,Home,Lose
117,35.5,12:00,Home,Lose
116,36.9,21:00,Home,Lose
80,35.1,11:00,Home,Win
103,39.2,2:00,Not Home,Lose
55,37.9,1:00,Not Home,Lose
94,35.3,11:00,Home,Win
60,38.4,22:00,Home,Win
51,39.3,12:00,Home,Win
92,39,19:00,Home,Win
91,36.9,14:00,Not Home,Win
112,36.4,19:00,Home,Lose
70,38.7,10:00,Not Home,Lose
101,39.1,11:00,Home,Win
51,37.3,18:00,Home,Win
84,39.1,15:00,Not Home,Lose
105,39.4,5:00,Home,Lose
73,39.2,23:00,Not Home,Lose
62,36.5,16:00,Home,Win
52,35.1,2:00,Not Home,Lose
52,38.3,11:00,Home,Win
88,37.2,14:00,Home,Win
51,39.4,21:00,Home,Win
62,39,16:00,Not Home,Lose
90,37,20:00,Not Home,Win
77,37.5,9:00,Not Home,Lose
64,36.3,6:00,Home,Win
117,37.8,4:00,Not Home,Lose
80,35.5,12:00,Not Home,Win
111,36.4,7:00,Not Home,Lose
111,39.6,13:00,Not Home,Lose
112,37.3,7:00,Home,Lose
103,37.7,9:00,Not Home,Lose
104,37.9,4:00,Home,Win
61,36.2,9:00,Not Home,Lose
73,36.5,1:00,Home,Win
65,37,17:00,Not Home,Win
96,39.2,6:00,Not Home,Lose
74,37.6,3:00,Not Home,Lose
100,37.6,19:00,Home,Win
75,36.8,21:00,Not Home,Win
113,36.1,23:00,Not Home,Lose
62,35,12:00,Home,Win
119,36.2,21:00,Not Home,Lose
73,39.5,8:00,Not Home,Lose
110,39.3,15:00,Home,Lose
96,36.6,13:00,Not Home,Win
118,39.5,23:00,Not Home,Lose
54,37.2,14:00,Home,Win
80,35.4,5:00,Home,Win
78,37.7,12:00,Home,Win
61,36.2,13:00,Home,Win
77,37.6,13:00,Home,Win
99,35.7,15:00,Home,Win
106,35.1,14:00,Home,Win
103,36,15:00,Not Home,Win
105,37.5,7:00,Home,Win
112,36.9,9:00,Home,Lose
54,35.3,14:00,Home,Win
108,38.5,0:00,Not Home,Lose
58,35.3,14:00,Home,Win
99,36.2,0:00,Home,Win
68,39,15:00,Not Home,Lose
100,35.3,17:00,Not Home,Win
70,37.1,0:00,Not Home,Lose
110,35.1,12:00,Not Home,Lose
61,38,12:00,Home,Win
80,38.4,8:00,Not Home,Lose
110,35.7,23:00,Not Home,Lose
67,35.6,12:00,Not Home,Win
115,37.1,7:00,Not Home,Lose
50,36,10:00,Not Home,Win
82,36,20:00,Not Home,Win
83,36.9,18:00,Home,Win
53,36.3,19:00,Not Home,Win
95,37.7,20:00,Home,Win
83,39.1,13:00,Home,Win
93,38,6:00,Not Home,Lose
119,36.1,17:00,Not Home,Lose
63,38.8,14:00,Not Home,Lose
74,36.8,9:00,Home,Win
54,39.1,18:00,Not Home,Lose
90,35.8,6:00,Home,Win
62,36.9,23:00,Not Home,Lose
58,38.8,12:00,Home,Win
83,38.9,10:00,Not Home,Lose
69,38,7:00,Not Home,Lose
110,37.8,1:00,Home,Lose
52,36.7,16:00,Not Home,Win
61,38.1,10:00,Not Home,Lose
84,39.4,18:00,Home,Win
108,36,22:00,Home,Win
88,38,22:00,Home,Win
87,35.9,14:00,Not Home,Win
66,38.2,9:00,Home,Lose
66,35.2,5:00,Home,Win
73,37.2,19:00,Home,Win
114,38.8,1:00,Home,Lose
116,38.8,7:00,Not Home,Lose
79,38.2,2:00,Not Home,Lose
115,38.7,15:00,Home,Lose
54,38.4,11:00,Not Home,Lose
64,38.9,23:00,Home,Lose
97,35.6,9:00,Home,Win
51,35.7,14:00,Not Home,Win
68,37.5,2:00,Home,Win
97,37.6,8:00,Home,Win
96,39,8:00,Home,Lose
77,38.2,15:00,Not Home,Lose
74,38.7,4:00,Home,Lose
72,36.1,7:00,Home,Win
109,35.9,5:00,Not Home,Lose
76,36.3,13:00,Not Home,Win
67,37.2,18:00,Home,Win
106,35.9,22:00,Not Home,Win
105,38.9,7:00,Not Home,Lose
60,37.6,22:00,Home,Win
95,38.5,8:00,Not Home,Lose
78,35.7,11:00,Home,Win
109,38,5:00,Not Home,Lose
59,38.7,14:00,Home,Win
95,38,13:00,Home,Win
115,35.1,13:00,Not Home,Lose
66,36.3,22:00,Not Home,Win
119,37.7,6:00,Home,Lose
104,36.3,7:00,Not Home,Lose
70,35.3,23:00,Not Home,Lose
93,37.7,23:00,Home,Win
69,39.4,13:00,Not Home,Lose
60,35.8,12:00,Not Home,Win
63,38.9,7:00,Not Home,Lose
59,37.1,9:00,Not Home,Lose
108,38.2,19:00,Not Home,Lose
94,36.9,16:00,Not Home,Win
115,35.8,23:00,Not Home,Lose
95,38.8,4:00,Home,Lose
81,37.7,19:00,Not Home,Lose
74,37.9,19:00,Not Home,Lose
67,39.2,16:00,Home,Win
102,38.5,14:00,Not Home,Lose
85,39.3,13:00,Home,Win
100,37.3,13:00,Home,Win
72,37.7,10:00,Not Home,Lose
87,38.5,1:00,Home,Lose
109,35.4,7:00,Home,Win
105,37,13:00,Not Home,Win
66,35.2,15:00,Not Home,Win
62,39.4,16:00,Not Home,Lose
103,36.5,17:00,Not Home,Win
100,36.4,13:00,Home,Win
64,36.2,19:00,Not Home,Win
84,38.5,2:00,Not Home,Lose
105,37.8,1:00,Home,Win
104,38,5:00,Not Home,Lose
59,36.3,14:00,Not Home,Win
112,38.2,19:00,Home,Lose
117,35.2,20:00,Not Home,Lose
99,37.6,8:00,Home,Win
113,38.1,16:00,Home,Lose
61,35.8,10:00,Home,Win
106,36.1,1:00,Not Home,Lose
81,36.3,21:00,Home,Win
60,37.6,21:00,Home,Win
91,39.3,4:00,Not Home,Lose
73,38.6,11:00,Home,Win
77,37.4,21:00,Not Home,Win
114,35.7,13:00,Not Home,Lose
71,35.2,6:00,Not Home,Lose
67,37.6,2:00,Home,Win
71,39.5,2:00,Not Home,Lose
80,35.8,4:00,Home,Win
51,38.6,2:00,Not Home,Lose
62,35.8,10:00,Not Home,Win
87,38.9,10:00,Not Home,Lose
101,38.7,5:00,Not Home,Lose
78,39.2,8:00,Home,Lose
53,36,9:00,Not Home,Lose
99,37.5,3:00,Not Home,Lose
64,37.2,21:00,Not Home,Win
52,35.1,10:00,Not Home,Win
110,38.4,18:00,Home,Lose
109,38.9,10:00,Home,Win
84,37.9,1:00,Not Home,Lose
76,36.7,5:00,Not Home,Lose
70,37.9,10:00,Home,Win
106,38.8,11:00,Home,Win
112,36.4,0:00,Not Home,Lose
70,37.6,15:00,Home,Win
82,39.3,4:00,Not Home,Lose
99,39.2,11:00,Not Home,Lose
59,35,5:00,Not Home,Lose
108,36.2,6:00,Not Home,Lose
52,38.6,9:00,Home,Lose
64,36.1,9:00,Not Home,Lose
108,37.5,17:00,Home,Win
93,37,20:00,Home,Win
74,39.2,10:00,Home,Win
102,37.5,7:00,Home,Win
114,38.3,16:00,Not Home,Lose
54,38.4,12:00,Home,Win
85,37.4,6:00,Home,Win
53,37.8,21:00,Home,Win
91,38,16:00,Home,Win
96,37.6,6:00,Not Home,Lose
119,38,15:00,Not Home,Lose
55,37.4,11:00,Not Home,Win
52,35.2,23:00,Not Home,Lose
108,37.2,0:00,Home,Win
77,35.4,15:00,Not Home,Win
85,38.4,15:00,Not Home,Lose
98,38,22:00,Home,Win
96,39.4,19:00,Not Home,Lose
94,35.9,13:00,Not Home,Win
77,36.8,5:00,Home,Win
50,36.4,3:00,Home,Win
53,36.2,6:00,Not Home,Lose
94,39.3,9:00,Home,Lose
107,36.7,22:00,Not Home,Win
85,39,22:00,Not Home,Lose
95,35.5,13:00,Home,Win
74,35.4,10:00,Home,Win
77,35.7,12:00,Home,Win
110,35.6,18:00,Home,Lose
82,36.2,1:00,Not Home,Lose
84,37.5,18:00,Home,Win
68,38.2,17:00,Home,Win
56,36.4,12:00,Not Home,Win
98,37.7,10:00,Home,Win
77,39,0:00,Not Home,Lose
56,39.1,15:00,Not Home,Lose
93,39.4,8:00,Not Home,Lose
81,37.2,11:00,Not Home,Win
58,37.2,19:00,Home,Win
51,39.6,15:00,Home,Win
60,37.9,3:00,Home,Win
59,39.6,14:00,Home,Win
54,36.1,8:00,Not Home,Lose
88,36.2,2:00,Home,Win
107,35.4,7:00,Not Home,Lose
114,36.8,4:00,Not Home,Lose
67,36,11:00,Not Home,Win
58,39,5:00,Not Home,Lose
80,35.7,14:00,Not Home,Win
94,39.2,23:00,Home,Lose
115,37.7,1:00,Home,Lose
111,39.5,15:00,Not Home,Lose
107,35.7,14:00,Home,Win
113,39.1,3:00,Home,Lose
60,35.3,0:00,Not Home,Lose
82,39.5,6:00,Not Home,Lose
112,37,14:00,Home,Lose
84,37.8,6:00,Home,Win
56,38.2,1:00,Not Home,Lose
56,36.9,16:00,Not Home,Win
111,37.7,5:00,Home,Lose
102,36.9,21:00,Not Home,Win
85,35.7,17:00,Home,Win
57,35.4,17:00,Not Home,Win
73,39.1,20:00,Home,Win
108,38.2,19:00,Home,Win
116,36.7,22:00,Not Home,Lose
73,37.7,23:00,Not Home,Lose
59,35.3,20:00,Not Home,Win
68,38.9,4:00,Home,Lose
107,38.6,22:00,Home,Win
57,38.9,8:00,Not Home,Lose
72,37.8,9:00,Home,Win
109,36.4,17:00,Home,Win
61,36.7,6:00,Not Home,Lose
59,38.7,22:00,Not Home,Lose
108,35.9,6:00,Home,Win
74,39.2,9:00,Not Home,Lose
109,39.1,14:00,Not Home,Lose
64,39.5,1:00,Home,Lose
68,38.3,20:00,Home,Win
71,36.3,6:00,Not Home,Lose
84,35.9,6:00,Home,Win
57,38.3,12:00,Home,Win
76,36.4,19:00,Home,Win
81,36.6,15:00,Not Home,Win
64,36.9,1:00,Not Home,Lose
83,35,19:00,Home,Win
113,35.5,13:00,Not Home,Lose
83,38.6,1:00,Not Home,Lose
105,38.5,23:00,Not Home,Lose
93,37.7,0:00,Not Home,Lose
84,35.8,16:00,Not Home,Win
105,36,5:00,Home,Win
70,37.5,0:00,Not Home,Lose
85,38.4,12:00,Home,Win
106,38.8,5:00,Not Home,Lose
118,39.2,22:00,Home,Lose
114,35.4,20:00,Not Home,Lose
59,35.6,19:00,Home,Win
82,38.4,6:00,Not Home,Lose
114,37.1,21:00,Home,Lose
51,35.7,14:00,Not Home,Win
117,38.8,0:00,Not Home,Lose
72,35.2,11:00,Not Home,Win
93,39,1:00,Home,Lose
84,35.1,0:00,Home,Win
103,37.3,8:00,Not Home,Lose
81,38.2,18:00,Home,Win
115,38,23:00,Not Home,Lose
105,38.9,13:00,Home,Win
88,38.9,2:00,Not Home,Lose
94,37.2,11:00,Home,Win
101,38.6,12:00,Not Home,Lose
59,37.1,22:00,Home,Win
50,38.5,16:00,Home,Win
117,35.1,2:00,Home,Lose
69,39.1,14:00,Not Home,Lose
103,37,2:00,Home,Win
106,37.8,12:00,Home,Win
119,36.9,19:00,Not Home,Lose
113,39.3,17:00,Home,Lose
106,36.9,6:00,Not Home,Lose
83,39,4:00,Home,Lose
98,36,6:00,Not Home,Lose
87,36.7,7:00,Not Home,Lose
75,36.7,17:00,Home,Win
91,37.6,12:00,Home,Win
98,36.1,18:00,Not Home,Win
61,35.8,4:00,Home,Win
51,36.8,19:00,Home,Win
63,37.3,6:00,Not Home,Lose
71,37.9,6:00,Not Home,Lose
89,36.4,2:00,Not Home,Lose
66,36.1,0:00,Home,Win
61,38.4,7:00,Not Home,Lose
74,39.3,0:00,Not Home,Lose
59,39.3,11:00,Home,Win
89,35.9,5:00,Home,Win
58,37.9,17:00,Home,Win
64,36.2,23:00,Not Home,Lose
99,37.8,3:00,Not Home,Lose
72,35.9,14:00,Home,Win
65,37,9:00,Home,Win
84,38.2,10:00,Not Home,Lose
51,35.5,2:00,Not Home,Lose
119,37.5,14:00,Not Home,Lose
89,37.9,23:00,Home,Win
101,36.6,21:00,Home,Win
108,36.1,18:00,Not Home,Win
105,36,15:00,Not Home,Win
76,37.4,21:00,Not Home,Win
71,36.4,22:00,Home,Win
83,37.8,15:00,Home,Win
104,38.1,5:00,Not Home,Lose
58,38.1,5:00,Not Home,Lose
66,38.7,11:00,Home,Win
111,37.8,5:00,Home,Lose
83,39.2,5:00,Home,Lose
118,38,0:00,Home,Lose
88,38.6,0:00,Not Home,Lose
77,36,18:00,Not Home,Win
85,36,19:00,Not Home,Win
51,38.1,3:00,Not Home,Lose
66,36.1,17:00,Not Home,Win
69,35,2:00,Not Home,Lose
97,39.1,19:00,Home,Win
111,39,14:00,Home,Lose
112,37.9,8:00,Home,Lose
62,36.6,20:00,Not Home,Win
108,39.3,6:00,Home,Lose
90,35.8,0:00,Home,Win
109,35.9,23:00,Not Home,Lose
105,36.1,3:00,Home,Win
73,37.8,7:00,Home,Win
107,35,13:00,Home,Win
118,35.6,7:00,Not Home,Lose
95,39.1,3:00,Not Home,Lose
110,36.9,5:00,Home,Lose
61,38,23:00,Home,Win
95,39.5,2:00,Not Home,Lose
113,37.3,11:00,Not Home,Lose
96,35.3,15:00,Home,Win
110,36.1,7:00,Home,Lose
57,36.4,8:00,Not Home,Lose
70,37.1,18:00,Home,Win
85,38.2,5:00,Not Home,Lose
73,39.4,21:00,Home,Win
111,36.1,8:00,Home,Lose
73,38.7,11:00,Not Home,Lose
98,38.3,17:00,Not Home,Lose
54,37.5,11:00,Home,Win
84,35.1,5:00,Home,Win
114,35.6,17:00,Not Home,Lose
65,37.1,4:00,Not Home,Lose
52,39.6,5:00,Not Home,Lose
91,39.1,6:00,Not Home,Lose
75,36.7,1:00,Home,Win
108,38,19:00,Home,Win
83,39.1,21:00,Not Home,Lose
55,38.8,15:00,Home,Win
69,37.1,18:00,Not Home,Win
114,38.7,4:00,Not Home,Lose
84,36.2,19:00,Home,Win
59,38.5,1:00,Home,Lose
88,38.9,20:00,Home,Win
106,37.3,4:00,Home,Win
54,35.4,10:00,Not Home,Win
62,36.3,10:00,Home,Win
69,37.6,0:00,Home,Win
89,37,2:00,Not Home,Lose
65,37.3,2:00,Not Home,Lose
63,37.5,16:00,Home,Win
97,37.2,17:00,Not Home,Win
109,36.8,23:00,Not Home,Lose
51,37.4,12:00,Home,Win
90,37.9,7:00,Home,Win
74,35.5,17:00,Home,Win
56,36.7,9:00,Not Home,Lose
114,39.3,6:00,Not Home,Lose
65,37.5,22:00,Not Home,Win
51,37.7,5:00,Not Home,Lose
112,37.2,10:00,Home,Lose
63,36.9,6:00,Not Home,Lose
81,35.5,8:00,Home,Win
54,38.2,9:00,Not Home,Lose
65,39.2,20:00,Home,Win
109,37.7,13:00,Not Home,Win
91,36,15:00,Not Home,Win
57,36,16:00,Not Home,Win
94,36.3,23:00,Not Home,Lose
101,38.8,21:00,Home,Win
59,36.2,22:00,Home,Win
104,36.5,21:00,Home,Win
79,36.5,15:00,Home,Win
59,36.4,14:00,Home,Win
106,38.5,19:00,Home,Win
58,38.4,18:00,Not Home,Lose
116,37.1,12:00,Home,Lose
78,36.3,9:00,Home,Win
101,37.5,20:00,Not Home,Win
119,35.3,21:00,Home,Lose
58,37.9,6:00,Not Home,Lose
85,38.4,5:00,Not Home,Lose
90,39.6,12:00,Not Home,Lose
107,35.6,16:00,Home,Win
53,35.5,17:00,Home,Win
112,36.8,7:00,Not Home,Lose
106,37.7,15:00,Home,Win
104,37.5,11:00,Not Home,Win
105,36.7,7:00,Not Home,Lose
93,37.5,2:00,Home,Win
69,37.7,7:00,Home,Win
81,39.3,8:00,Not Home,Lose
116,36.7,9:00,Not Home,Lose
89,35.2,8:00,Home,Win
108,37.7,15:00,Home,Win
75,35.2,7:00,Not Home,Lose
74,35.5,8:00,Not Home,Lose
101,38.7,7:00,Home,Lose
98,36.4,18:00,Home,Win
76,38.8,15:00,Not Home,Lose
80,36.2,17:00,Home,Win
109,39,8:00,Home,Lose
55,36.6,18:00,Home,Win
57,38.5,14:00,Home,Win
90,36,5:00,Home,Win
51,39.4,9:00,Not Home,Lose
117,37.6,9:00,Not Home,Lose
50,39.5,23:00,Home,Lose
98,36.4,15:00,Home,Win
81,35.8,21:00,Home,Win
62,35.7,22:00,Not Home,Win
66,36.1,1:00,Not Home,Lose
76,39.3,4:00,Not Home,Lose
75,37.4,23:00,Not Home,Lose
55,36.2,12:00,Home,Win
55,38.9,6:00,Home,Lose
104,38.4,19:00,Home,Win
85,36.3,2:00,Home,Win
81,35.7,6:00,Home,Win
100,35.5,14:00,Home,Win
96,38.8,17:00,Not Home,Lose
79,36.5,7:00,Not Home,Lose
78,39.4,2:00,Not Home,Lose
90,38.9,19:00,Not Home,Lose
60,38.3,19:00,Home,Win
110,36.2,14:00,Home,Lose
58,38.2,3:00,Home,Lose
82,39.1,6:00,Not Home,Lose
92,35.7,14:00,Not Home,Win
101,38.2,5:00,Not Home,Lose
50,38.3,16:00,Home,Win
112,39.5,11:00,Home,Lose
93,36.5,10:00,Not Home,Win
92,38.2,21:00,Home,Win
99,35.4,23:00,Not Home,Lose
72,38.7,19:00,Not Home,Lose
59,38.4,4:00,Not Home,Lose
74,39.4,12:00,Not Home,Lose
62,38.3,6:00,Not Home,Lose
81,35.3,0:00,Home,Win
51,35.1,2:00,Not Home,Lose
115,39.6,18:00,Not Home,Lose
91,39.2,18:00,Home,Win
91,38.9,4:00,Home,Lose
88,37.6,4:00,Not Home,Lose
101,37.9,18:00,Not Home,Lose
56,35.3,6:00,Not Home,Lose
93,36.1,17:00,Home,Win
73,38.8,1:00,Home,Lose
103,39.4,14:00,Not Home,Lose
100,35.7,8:00,Not Home,Lose
51,35.6,0:00,Not Home,Lose
50,36.7,5:00,Home,Win
96,39.6,20:00,Not Home,Lose
91,37.9,10:00,Not Home,Lose
81,39.5,17:00,Not Home,Lose
80,35.6,14:00,Not Home,Win
57,37.9,18:00,Home,Win
119,37.6,23:00,Home,Lose
73,36,7:00,Home,Win
106,36.9,15:00,Not Home,Win
89,38.9,14:00,Not Home,Lose
101,35.5,18:00,Not Home,Win
104,35.8,10:00,Not Home,Win
81,39.5,10:00,Home,Win
110,36.1,21:00,Home,Lose
117,36.8,9:00,Not Home,Lose
83,37.8,11:00,Home,Win
75,39.3,15:00,Not Home,Lose
96,38.3,9:00,Home,Lose
95,38.7,10:00,Not Home,Lose
103,35.3,6:00,Not Home,Lose
66,37.4,18:00,Home,Win
110,36,17:00,Home,Lose
109,35.7,3:00,Home,Win
106,39.4,16:00,Home,Win
81,37.8,18:00,Home,Win
73,36.7,12:00,Not Home,Win
76,38.9,22:00,Home,Win
75,37,23:00,Not Home,Lose
108,38.4,6:00,Not Home,Lose
101,35,6:00,Not Home,Lose
86,35.4,15:00,Home,Win
54,36.5,19:00,Not Home,Win
106,39.3,23:00,Home,Lose
57,37,19:00,Home,Win
59,37.9,15:00,Not Home,Win
74,36.5,6:00,Not Home,Lose
102,35,0:00,Not Home,Lose
85,38.8,16:00,Not Home,Lose
90,36.8,1:00,Not Home,Lose
83,38.4,11:00,Not Home,Lose
71,38.4,18:00,Not Home,Lose
119,38.6,19:00,Home,Lose
86,35,21:00,Home,Win
97,35.5,19:00,Home,Win
99,37.8,16:00,Home,Win
75,37.8,11:00,Not Home,Lose
52,38.7,21:00,Not Home,Lose
59,35.4,13:00,Home,Win
102,38,8:00,Not Home,Lose
62,39.2,6:00,Home,Lose
55,36.5,20:00,Home,Win
93,39.3,9:00,Not Home,Lose
79,38.2,8:00,Not Home,Lose
59,36,12:00,Not Home,Win
70,36.6,18:00,Home,Win
59,39.6,10:00,Not Home,Lose
97,36.4,8:00,Not Home,Lose
67,38.2,0:00,Home,Lose
80,36.4,21:00,Not Home,Win
104,36.1,7:00,Not Home,Lose
83,36.4,9:00,Not Home,Lose
106,38.1,6:00,Home,Win
118,35.9,0:00,Not Home,Lose
90,38.9,8:00,Home,Lose
61,38.1,15:00,Not Home,Lose
92,35.7,15:00,Home,Win
106,37.8,1:00,Home,Win
50,36.8,7:00,Home,Win
60,38.1,7:00,Home,Lose
81,39.4,12:00,Not Home,Lose
94,35.3,7:00,Home,Win
55,38.7,23:00,Not Home,Lose
110,39.2,11:00,Home,Lose
89,35.5,11:00,Home,Win
119,38.1,14:00,Home,Lose
66,36.5,10:00,Home,Win
104,35.1,20:00,Not Home,Win
61,39.1,12:00,Not Home,Lose
50,37.6,21:00,Home,Win
110,36.2,2:00,Home,Lose
76,37.2,11:00,Not Home,Win
71,36.8,8:00,Not Home,Lose
91,38.9,22:00,Not Home,Lose
57,39.4,13:00,Home,Win
100,36,14:00,Not Home,Win
70,37.5,20:00,Not Home,Win
84,35.5,9:00,Not Home,Lose
102,36.3,18:00,Not Home,Win
80,37.3,18:00,Home,Win
54,37.3,16:00,Home,Win
56,35.6,3:00,Not Home,Lose
71,35.4,6:00,Not Home,Lose
100,39,17:00,Home,Win
55,36,23:00,Not Home,Lose
88,39.5,4:00,Home,Lose
74,36.8,13:00,Home,Win
68,35.4,1:00,Home,Win
78,37.5,14:00,Not Home,Win
59,36,7:00,Not Home,Lose
82,38.6,3:00,Home,Lose
80,38.7,10:00,Home,Win
59,37.9,22:00,Not Home,Lose
72,37.4,13:00,Not Home,Win
56,38.6,2:00,Not Home,Lose
59,37.6,3:00,Home,Win
70,37.9,20:00,Not Home,Lose
71,36.9,19:00,Home,Win
74,35.7,22:00,Home,Win
80,36.6,6:00,Home,Win
68,39.3,3:00,Home,Lose
81,36.8,17:00,Not Home,Win
79,36.3,2:00,Home,Win
69,38.9,13:00,Not Home,Lose
61,38.9,18:00,Home,Win
92,38.2,0:00,Home,Lose
67,35.2,4:00,Home,Win
67,37.4,12:00,Home,Win
97,37.6,22:00,Not Home,Lose
98,38.1,5:00,Not Home,Lose
97,37.4,9:00,Not Home,Lose
97,38.5,12:00,Home,Win
106,38.1,23:00,Not Home,Lose
80,37.4,23:00,Not Home,Lose
105,36.1,21:00,Home,Win
62,37.5,2:00,Home,Win
86,37.3,7:00,Not Home,Lose
119,35.2,22:00,Not Home,Lose
72,38.4,9:00,Not Home,Lose
61,39.3,23:00,Not Home,Lose
94,35.1,6:00,Home,Win
67,38.8,18:00,Not Home,Lose
114,39.5,0:00,Not Home,Lose
60,36.6,10:00,Home,Win
112,37.7,14:00,Not Home,Lose
115,38.5,9:00,Home,Lose
105,35.5,7:00,Not Home,Lose
62,37.5,22:00,Not Home,Win
80,37.5,18:00,Home,Win
79,35.7,9:00,Home,Win
98,36.2,8:00,Not Home,Lose
69,35.5,10:00,Not Home,Win
72,36.1,0:00,Home,Win
90,35.7,13:00,Not Home,Win
115,37.3,14:00,Home,Lose
94,37.3,22:00,Home,Win
116,35.8,5:00,Not Home,Lose
52,36.5,3:00,Not Home,Lose
110,36,22:00,Home,Lose
119,37,2:00,Home,Lose
101,38.2,21:00,Not Home,Lose
107,38.7,19:00,Not Home,Lose
69,36.5,17:00,Not Home,Win
